device_name_actual,school_name_official,gender,sch_psle,level
7556,Catholic High School (Secondary),2.0,1.0,1
7573,Catholic High School (Secondary),2.0,1.0,1
7577,Catholic High School (Secondary),2.0,1.0,1
7579,Catholic High School (Secondary),2.0,1.0,1
7584,Catholic High School (Secondary),2.0,1.0,1
7588,Catholic High School (Secondary),2.0,1.0,2
7589,Catholic High School (Secondary),2.0,1.0,1
7590,Catholic High School (Secondary),2.0,1.0,1
7594,Catholic High School (Secondary),2.0,1.0,1
7596,Catholic High School (Secondary),2.0,1.0,1
7598,Catholic High School (Secondary),2.0,1.0,1
7602,Catholic High School (Secondary),2.0,1.0,1
7603,Catholic High School (Secondary),2.0,1.0,2
7611,Catholic High School (Secondary),2.0,1.0,1
7618,Catholic High School (Secondary),2.0,1.0,2
7622,Catholic High School (Secondary),2.0,1.0,2
7627,Catholic High School (Secondary),2.0,1.0,2
7633,Catholic High School (Secondary),2.0,1.0,2
7642,Catholic High School (Secondary),2.0,1.0,2
7646,Catholic High School (Secondary),2.0,1.0,2
7649,Catholic High School (Secondary),2.0,1.0,1
7652,Catholic High School (Secondary),2.0,1.0,2
7653,Catholic High School (Secondary),2.0,1.0,2
7655,Catholic High School (Secondary),2.0,1.0,2
7656,Catholic High School (Secondary),2.0,1.0,2
7662,Catholic High School (Secondary),2.0,1.0,2
7680,Catholic High School (Secondary),2.0,1.0,2
7686,Catholic High School (Secondary),2.0,1.0,2
7720,Catholic High School (Secondary),2.0,1.0,2
7726,Catholic High School (Secondary),2.0,1.0,2
7730,Catholic High School (Secondary),2.0,1.0,2
7735,Catholic High School (Secondary),2.0,1.0,2
7745,Catholic High School (Secondary),2.0,1.0,1
7748,Catholic High School (Secondary),2.0,1.0,1
7757,Catholic High School (Secondary),2.0,1.0,2
7759,Catholic High School (Secondary),2.0,1.0,1
7763,Catholic High School (Secondary),2.0,1.0,1
7767,Catholic High School (Secondary),2.0,1.0,1
7768,Catholic High School (Secondary),2.0,1.0,1
7771,Catholic High School (Secondary),2.0,1.0,1
7772,Catholic High School (Secondary),2.0,1.0,1
7798,Catholic High School (Secondary),2.0,1.0,2
7810,Catholic High School (Secondary),2.0,1.0,1
7812,Catholic High School (Secondary),2.0,1.0,2
7813,Catholic High School (Secondary),2.0,1.0,2
7827,Catholic High School (Secondary),2.0,1.0,1
7830,Catholic High School (Secondary),2.0,1.0,2
7838,Catholic High School (Secondary),2.0,1.0,2
7852,Catholic High School (Secondary),2.0,1.0,2
7859,Catholic High School (Secondary),2.0,1.0,2
7863,Catholic High School (Secondary),2.0,1.0,2
7866,Catholic High School (Secondary),2.0,1.0,2
7870,Catholic High School (Secondary),2.0,1.0,1
7873,Catholic High School (Secondary),2.0,1.0,2
7894,Catholic High School (Secondary),2.0,1.0,2
7895,Catholic High School (Secondary),2.0,1.0,2
7915,Catholic High School (Secondary),2.0,1.0,2
7916,Catholic High School (Secondary),2.0,1.0,2
7926,Catholic High School (Secondary),2.0,1.0,1
7937,Catholic High School (Secondary),2.0,1.0,2
7976,Catholic High School (Secondary),2.0,1.0,2
8005,Catholic High School (Secondary),2.0,1.0,2
8015,Catholic High School (Secondary),2.0,1.0,2
8049,Catholic High School (Secondary),2.0,1.0,2
8057,Catholic High School (Secondary),2.0,1.0,2
8059,Catholic High School (Secondary),2.0,1.0,2
8068,Catholic High School (Secondary),2.0,1.0,2
8074,Catholic High School (Secondary),2.0,1.0,2
8079,Catholic High School (Secondary),2.0,1.0,2
8085,Catholic High School (Secondary),2.0,1.0,2
8091,Catholic High School (Secondary),2.0,1.0,2
8097,Catholic High School (Secondary),2.0,1.0,2
8101,Catholic High School (Secondary),2.0,1.0,2
8111,Catholic High School (Secondary),2.0,1.0,2
8129,Catholic High School (Secondary),2.0,1.0,2
8136,Catholic High School (Secondary),2.0,1.0,2
436,CHIJ St. Joseph's Convent,1.0,3.0,2
8200,CHIJ St. Joseph's Convent,1.0,3.0,2
8202,CHIJ St. Joseph's Convent,1.0,3.0,2
8208,CHIJ St. Joseph's Convent,1.0,3.0,2
8209,CHIJ St. Joseph's Convent,1.0,3.0,2
8210,CHIJ St. Joseph's Convent,1.0,3.0,2
8211,CHIJ St. Joseph's Convent,1.0,3.0,2
8213,CHIJ St. Joseph's Convent,1.0,3.0,2
8216,CHIJ St. Joseph's Convent,1.0,3.0,2
8217,CHIJ St. Joseph's Convent,1.0,3.0,2
8218,CHIJ St. Joseph's Convent,1.0,3.0,2
8220,CHIJ St. Joseph's Convent,1.0,3.0,2
8222,CHIJ St. Joseph's Convent,1.0,3.0,2
8223,CHIJ St. Joseph's Convent,1.0,3.0,2
8224,CHIJ St. Joseph's Convent,1.0,3.0,2
8225,CHIJ St. Joseph's Convent,1.0,3.0,2
8226,CHIJ St. Joseph's Convent,1.0,3.0,2
8230,CHIJ St. Joseph's Convent,1.0,3.0,2
8231,CHIJ St. Joseph's Convent,1.0,3.0,2
8233,CHIJ St. Joseph's Convent,1.0,3.0,2
8235,CHIJ St. Joseph's Convent,1.0,3.0,2
8237,CHIJ St. Joseph's Convent,1.0,3.0,2
8240,CHIJ St. Joseph's Convent,1.0,3.0,2
8241,CHIJ St. Joseph's Convent,1.0,3.0,2
8242,CHIJ St. Joseph's Convent,1.0,3.0,2
8248,CHIJ St. Joseph's Convent,1.0,3.0,2
8249,CHIJ St. Joseph's Convent,1.0,3.0,2
8250,CHIJ St. Joseph's Convent,1.0,3.0,2
8251,CHIJ St. Joseph's Convent,1.0,3.0,2
8252,CHIJ St. Joseph's Convent,1.0,3.0,2
8255,CHIJ St. Joseph's Convent,1.0,3.0,2
8257,CHIJ St. Joseph's Convent,1.0,3.0,2
8258,CHIJ St. Joseph's Convent,1.0,3.0,2
8265,CHIJ St. Joseph's Convent,1.0,3.0,2
8269,CHIJ St. Joseph's Convent,1.0,3.0,2
8270,CHIJ St. Joseph's Convent,1.0,3.0,2
8271,CHIJ St. Joseph's Convent,1.0,3.0,2
8273,CHIJ St. Joseph's Convent,1.0,3.0,2
8274,CHIJ St. Joseph's Convent,1.0,3.0,2
8278,CHIJ St. Joseph's Convent,1.0,3.0,2
8279,CHIJ St. Joseph's Convent,1.0,3.0,2
8280,CHIJ St. Joseph's Convent,1.0,3.0,2
8284,CHIJ St. Joseph's Convent,1.0,3.0,2
8285,CHIJ St. Joseph's Convent,1.0,3.0,2
8290,CHIJ St. Joseph's Convent,1.0,3.0,2
8292,CHIJ St. Joseph's Convent,1.0,3.0,2
8300,CHIJ St. Joseph's Convent,1.0,3.0,2
8303,CHIJ St. Joseph's Convent,1.0,3.0,2
8306,CHIJ St. Joseph's Convent,1.0,3.0,2
8307,CHIJ St. Joseph's Convent,1.0,3.0,2
8312,CHIJ St. Joseph's Convent,1.0,3.0,2
8313,CHIJ St. Joseph's Convent,1.0,3.0,2
8314,CHIJ St. Joseph's Convent,1.0,3.0,2
8315,CHIJ St. Joseph's Convent,1.0,3.0,2
8316,CHIJ St. Joseph's Convent,1.0,3.0,2
8317,CHIJ St. Joseph's Convent,1.0,3.0,2
8319,CHIJ St. Joseph's Convent,1.0,3.0,2
8324,CHIJ St. Joseph's Convent,1.0,3.0,2
8325,CHIJ St. Joseph's Convent,1.0,3.0,2
8326,CHIJ St. Joseph's Convent,1.0,3.0,2
8328,CHIJ St. Joseph's Convent,1.0,3.0,2
8330,CHIJ St. Joseph's Convent,1.0,3.0,2
8337,CHIJ St. Joseph's Convent,1.0,3.0,2
8339,CHIJ St. Joseph's Convent,1.0,3.0,2
8340,CHIJ St. Joseph's Convent,1.0,3.0,2
8341,CHIJ St. Joseph's Convent,1.0,3.0,2
8342,CHIJ St. Joseph's Convent,1.0,3.0,2
8346,CHIJ St. Joseph's Convent,1.0,3.0,2
8347,CHIJ St. Joseph's Convent,1.0,3.0,2
8348,CHIJ St. Joseph's Convent,1.0,3.0,2
8349,CHIJ St. Joseph's Convent,1.0,3.0,2
8351,CHIJ St. Joseph's Convent,1.0,3.0,2
8352,CHIJ St. Joseph's Convent,1.0,3.0,2
8358,CHIJ St. Joseph's Convent,1.0,3.0,2
8359,CHIJ St. Joseph's Convent,1.0,3.0,2
8362,CHIJ St. Joseph's Convent,1.0,3.0,2
8370,CHIJ St. Joseph's Convent,1.0,3.0,2
8372,CHIJ St. Joseph's Convent,1.0,3.0,2
8373,CHIJ St. Joseph's Convent,1.0,3.0,2
8378,CHIJ St. Joseph's Convent,1.0,3.0,2
8380,CHIJ St. Joseph's Convent,1.0,3.0,2
8381,CHIJ St. Joseph's Convent,1.0,3.0,2
8382,CHIJ St. Joseph's Convent,1.0,3.0,2
8384,CHIJ St. Joseph's Convent,1.0,3.0,2
8388,CHIJ St. Joseph's Convent,1.0,3.0,2
8391,CHIJ St. Joseph's Convent,1.0,3.0,2
8392,CHIJ St. Joseph's Convent,1.0,3.0,2
8393,CHIJ St. Joseph's Convent,1.0,3.0,2
8394,CHIJ St. Joseph's Convent,1.0,3.0,2
8395,CHIJ St. Joseph's Convent,1.0,3.0,2
8396,CHIJ St. Joseph's Convent,1.0,3.0,2
8402,CHIJ St. Joseph's Convent,1.0,3.0,2
8403,CHIJ St. Joseph's Convent,1.0,3.0,2
8406,CHIJ St. Joseph's Convent,1.0,3.0,2
8407,CHIJ St. Joseph's Convent,1.0,3.0,2
8409,CHIJ St. Joseph's Convent,1.0,3.0,2
8410,CHIJ St. Joseph's Convent,1.0,3.0,2
8416,CHIJ St. Joseph's Convent,1.0,3.0,2
8417,CHIJ St. Joseph's Convent,1.0,3.0,2
8420,CHIJ St. Joseph's Convent,1.0,3.0,2
8423,CHIJ St. Joseph's Convent,1.0,3.0,2
8425,CHIJ St. Joseph's Convent,1.0,3.0,2
8426,CHIJ St. Joseph's Convent,1.0,3.0,2
8430,CHIJ St. Joseph's Convent,1.0,3.0,2
8431,CHIJ St. Joseph's Convent,1.0,3.0,2
8436,CHIJ St. Joseph's Convent,1.0,3.0,2
8437,CHIJ St. Joseph's Convent,1.0,3.0,2
8438,CHIJ St. Joseph's Convent,1.0,3.0,2
8439,CHIJ St. Joseph's Convent,1.0,3.0,2
8440,CHIJ St. Joseph's Convent,1.0,3.0,2
8443,CHIJ St. Joseph's Convent,1.0,3.0,2
8445,CHIJ St. Joseph's Convent,1.0,3.0,2
8449,CHIJ St. Joseph's Convent,1.0,3.0,2
8450,CHIJ St. Joseph's Convent,1.0,3.0,2
8451,CHIJ St. Joseph's Convent,1.0,3.0,2
8453,CHIJ St. Joseph's Convent,1.0,3.0,2
8456,CHIJ St. Joseph's Convent,1.0,3.0,2
8457,CHIJ St. Joseph's Convent,1.0,3.0,2
8458,CHIJ St. Joseph's Convent,1.0,3.0,2
8459,CHIJ St. Joseph's Convent,1.0,3.0,2
8462,CHIJ St. Joseph's Convent,1.0,3.0,2
8466,CHIJ St. Joseph's Convent,1.0,3.0,2
8469,CHIJ St. Joseph's Convent,1.0,3.0,2
8471,CHIJ St. Joseph's Convent,1.0,3.0,2
8472,CHIJ St. Joseph's Convent,1.0,3.0,2
8473,CHIJ St. Joseph's Convent,1.0,3.0,2
8474,CHIJ St. Joseph's Convent,1.0,3.0,2
8475,CHIJ St. Joseph's Convent,1.0,3.0,2
8478,CHIJ St. Joseph's Convent,1.0,3.0,2
8481,CHIJ St. Joseph's Convent,1.0,3.0,2
8483,CHIJ St. Joseph's Convent,1.0,3.0,2
8485,CHIJ St. Joseph's Convent,1.0,3.0,2
8488,CHIJ St. Joseph's Convent,1.0,3.0,2
8489,CHIJ St. Joseph's Convent,1.0,3.0,2
8491,CHIJ St. Joseph's Convent,1.0,3.0,2
8493,CHIJ St. Joseph's Convent,1.0,3.0,2
8496,CHIJ St. Joseph's Convent,1.0,3.0,2
8497,CHIJ St. Joseph's Convent,1.0,3.0,2
8502,CHIJ St. Joseph's Convent,1.0,3.0,2
8503,CHIJ St. Joseph's Convent,1.0,3.0,2
8504,CHIJ St. Joseph's Convent,1.0,3.0,2
8505,CHIJ St. Joseph's Convent,1.0,3.0,2
8506,CHIJ St. Joseph's Convent,1.0,3.0,2
8510,CHIJ St. Joseph's Convent,1.0,3.0,2
8512,CHIJ St. Joseph's Convent,1.0,3.0,2
8515,CHIJ St. Joseph's Convent,1.0,3.0,2
8516,CHIJ St. Joseph's Convent,1.0,3.0,2
8518,CHIJ St. Joseph's Convent,1.0,3.0,2
8524,CHIJ St. Joseph's Convent,1.0,3.0,2
8527,CHIJ St. Joseph's Convent,1.0,3.0,2
8532,CHIJ St. Joseph's Convent,1.0,3.0,2
8535,CHIJ St. Joseph's Convent,1.0,3.0,2
8536,CHIJ St. Joseph's Convent,1.0,3.0,2
8537,CHIJ St. Joseph's Convent,1.0,3.0,2
8544,CHIJ St. Joseph's Convent,1.0,3.0,2
8545,CHIJ St. Joseph's Convent,1.0,3.0,2
8546,CHIJ St. Joseph's Convent,1.0,3.0,2
8547,CHIJ St. Joseph's Convent,1.0,3.0,2
8551,CHIJ St. Joseph's Convent,1.0,3.0,2
8552,CHIJ St. Joseph's Convent,1.0,3.0,2
8553,CHIJ St. Joseph's Convent,1.0,3.0,2
8554,CHIJ St. Joseph's Convent,1.0,3.0,2
8555,CHIJ St. Joseph's Convent,1.0,3.0,2
8556,CHIJ St. Joseph's Convent,1.0,3.0,2
8557,CHIJ St. Joseph's Convent,1.0,3.0,2
8558,CHIJ St. Joseph's Convent,1.0,3.0,2
8561,CHIJ St. Joseph's Convent,1.0,3.0,2
8564,CHIJ St. Joseph's Convent,1.0,3.0,2
8565,CHIJ St. Joseph's Convent,1.0,3.0,2
8568,CHIJ St. Joseph's Convent,1.0,3.0,2
8574,CHIJ St. Joseph's Convent,1.0,3.0,2
8575,CHIJ St. Joseph's Convent,1.0,3.0,2
8576,CHIJ St. Joseph's Convent,1.0,3.0,2
8580,CHIJ St. Joseph's Convent,1.0,3.0,2
8583,CHIJ St. Joseph's Convent,1.0,3.0,2
8589,CHIJ St. Joseph's Convent,1.0,3.0,2
8602,CHIJ St. Joseph's Convent,1.0,3.0,2
8604,CHIJ St. Joseph's Convent,1.0,3.0,2
8605,CHIJ St. Joseph's Convent,1.0,3.0,2
8606,CHIJ St. Joseph's Convent,1.0,3.0,2
8607,CHIJ St. Joseph's Convent,1.0,3.0,2
8616,CHIJ St. Joseph's Convent,1.0,3.0,2
8617,CHIJ St. Joseph's Convent,1.0,3.0,2
8623,CHIJ St. Joseph's Convent,1.0,3.0,2
8624,CHIJ St. Joseph's Convent,1.0,3.0,2
8625,CHIJ St. Joseph's Convent,1.0,3.0,2
8633,CHIJ St. Joseph's Convent,1.0,3.0,2
8641,CHIJ St. Joseph's Convent,1.0,3.0,2
8642,CHIJ St. Joseph's Convent,1.0,3.0,2
8643,CHIJ St. Joseph's Convent,1.0,3.0,2
8647,CHIJ St. Joseph's Convent,1.0,3.0,2
8649,CHIJ St. Joseph's Convent,1.0,3.0,2
8652,CHIJ St. Joseph's Convent,1.0,3.0,2
8655,CHIJ St. Joseph's Convent,1.0,3.0,2
8656,CHIJ St. Joseph's Convent,1.0,3.0,2
8660,CHIJ St. Joseph's Convent,1.0,3.0,2
8670,CHIJ St. Joseph's Convent,1.0,3.0,2
8675,CHIJ St. Joseph's Convent,1.0,3.0,2
8678,CHIJ St. Joseph's Convent,1.0,3.0,2
8679,CHIJ St. Joseph's Convent,1.0,3.0,2
8681,CHIJ St. Joseph's Convent,1.0,3.0,2
8684,CHIJ St. Joseph's Convent,1.0,3.0,2
8686,CHIJ St. Joseph's Convent,1.0,3.0,2
8689,CHIJ St. Joseph's Convent,1.0,3.0,2
8696,CHIJ St. Joseph's Convent,1.0,3.0,2
8697,CHIJ St. Joseph's Convent,1.0,3.0,2
8698,CHIJ St. Joseph's Convent,1.0,3.0,2
8702,CHIJ St. Joseph's Convent,1.0,3.0,2
8704,CHIJ St. Joseph's Convent,1.0,3.0,2
8713,CHIJ St. Joseph's Convent,1.0,3.0,2
8715,CHIJ St. Joseph's Convent,1.0,3.0,2
8722,CHIJ St. Joseph's Convent,1.0,3.0,2
8725,CHIJ St. Joseph's Convent,1.0,3.0,2
8736,CHIJ St. Joseph's Convent,1.0,3.0,2
8741,CHIJ St. Joseph's Convent,1.0,3.0,2
8742,CHIJ St. Joseph's Convent,1.0,3.0,2
8743,CHIJ St. Joseph's Convent,1.0,3.0,2
8768,CHIJ St. Joseph's Convent,1.0,3.0,2
8770,CHIJ St. Joseph's Convent,1.0,3.0,2
8787,CHIJ St. Joseph's Convent,1.0,3.0,2
8793,CHIJ St. Joseph's Convent,1.0,3.0,2
8813,CHIJ St. Joseph's Convent,1.0,3.0,2
8818,CHIJ St. Joseph's Convent,1.0,3.0,2
8824,CHIJ St. Joseph's Convent,1.0,3.0,2
8825,CHIJ St. Joseph's Convent,1.0,3.0,2
8826,CHIJ St. Joseph's Convent,1.0,3.0,2
8828,CHIJ St. Joseph's Convent,1.0,3.0,2
8840,CHIJ St. Joseph's Convent,1.0,3.0,2
8845,CHIJ St. Joseph's Convent,1.0,3.0,2
8853,CHIJ St. Joseph's Convent,1.0,3.0,2
8855,CHIJ St. Joseph's Convent,1.0,3.0,2
8862,CHIJ St. Joseph's Convent,1.0,3.0,2
8866,CHIJ St. Joseph's Convent,1.0,3.0,2
8867,CHIJ St. Joseph's Convent,1.0,3.0,2
8870,CHIJ St. Joseph's Convent,1.0,3.0,2
8875,CHIJ St. Joseph's Convent,1.0,3.0,2
8880,CHIJ St. Joseph's Convent,1.0,3.0,2
8882,CHIJ St. Joseph's Convent,1.0,3.0,2
8885,CHIJ St. Joseph's Convent,1.0,3.0,2
8900,CHIJ St. Joseph's Convent,1.0,3.0,2
8903,CHIJ St. Joseph's Convent,1.0,3.0,2
8915,CHIJ St. Joseph's Convent,1.0,3.0,2
8930,CHIJ St. Joseph's Convent,1.0,3.0,2
8932,CHIJ St. Joseph's Convent,1.0,3.0,2
8936,CHIJ St. Joseph's Convent,1.0,3.0,2
8972,CHIJ St. Joseph's Convent,1.0,3.0,2
8979,CHIJ St. Joseph's Convent,1.0,3.0,2
8986,CHIJ St. Joseph's Convent,1.0,3.0,2
8990,CHIJ St. Joseph's Convent,1.0,3.0,2
8995,CHIJ St. Joseph's Convent,1.0,3.0,2
8999,CHIJ St. Joseph's Convent,1.0,3.0,2
9005,CHIJ St. Joseph's Convent,1.0,3.0,2
9008,CHIJ St. Joseph's Convent,1.0,3.0,2
9009,CHIJ St. Joseph's Convent,1.0,3.0,2
9015,CHIJ St. Joseph's Convent,1.0,3.0,2
9016,CHIJ St. Joseph's Convent,1.0,3.0,2
9017,CHIJ St. Joseph's Convent,1.0,3.0,2
9027,CHIJ St. Joseph's Convent,1.0,3.0,2
9028,CHIJ St. Joseph's Convent,1.0,3.0,2
9029,CHIJ St. Joseph's Convent,1.0,3.0,2
9040,CHIJ St. Joseph's Convent,1.0,3.0,2
9065,CHIJ St. Joseph's Convent,1.0,3.0,2
9076,CHIJ St. Joseph's Convent,1.0,3.0,2
9088,CHIJ St. Joseph's Convent,1.0,3.0,2
9103,CHIJ St. Joseph's Convent,1.0,3.0,2
9110,CHIJ St. Joseph's Convent,1.0,3.0,2
9125,CHIJ St. Joseph's Convent,1.0,3.0,2
9136,CHIJ St. Joseph's Convent,1.0,3.0,2
9182,CHIJ St. Joseph's Convent,1.0,3.0,2
9184,CHIJ St. Joseph's Convent,1.0,3.0,2
9239,CHIJ St. Joseph's Convent,1.0,3.0,2
9253,CHIJ St. Joseph's Convent,1.0,3.0,2
9285,CHIJ St. Joseph's Convent,1.0,3.0,2
9290,CHIJ St. Joseph's Convent,1.0,3.0,2
24907,Kent Ridge Secondary School,99.0,3.0,2
24908,Kent Ridge Secondary School,99.0,3.0,2
24911,Kent Ridge Secondary School,99.0,3.0,1
24913,Kent Ridge Secondary School,99.0,3.0,2
24914,Kent Ridge Secondary School,99.0,3.0,2
24915,Kent Ridge Secondary School,99.0,3.0,2
24916,Kent Ridge Secondary School,99.0,3.0,2
24917,Kent Ridge Secondary School,99.0,3.0,1
24920,Kent Ridge Secondary School,99.0,3.0,2
24921,Kent Ridge Secondary School,99.0,3.0,2
24922,Kent Ridge Secondary School,99.0,3.0,2
24924,Kent Ridge Secondary School,99.0,3.0,2
24929,Kent Ridge Secondary School,99.0,3.0,1
24935,Kent Ridge Secondary School,99.0,3.0,1
24939,Kent Ridge Secondary School,99.0,3.0,1
24942,Kent Ridge Secondary School,99.0,3.0,2
24944,Kent Ridge Secondary School,99.0,3.0,2
24945,Kent Ridge Secondary School,99.0,3.0,1
24948,Kent Ridge Secondary School,99.0,3.0,2
24949,Kent Ridge Secondary School,99.0,3.0,2
24950,Kent Ridge Secondary School,99.0,3.0,2
24953,Kent Ridge Secondary School,99.0,3.0,1
24957,Kent Ridge Secondary School,99.0,3.0,2
24958,Kent Ridge Secondary School,99.0,3.0,1
24961,Kent Ridge Secondary School,99.0,3.0,2
24964,Kent Ridge Secondary School,99.0,3.0,2
24966,Kent Ridge Secondary School,99.0,3.0,2
24967,Kent Ridge Secondary School,99.0,3.0,2
24971,Kent Ridge Secondary School,99.0,3.0,2
24972,Kent Ridge Secondary School,99.0,3.0,2
24975,Kent Ridge Secondary School,99.0,3.0,2
24978,Kent Ridge Secondary School,99.0,3.0,2
24984,Kent Ridge Secondary School,99.0,3.0,1
24986,Kent Ridge Secondary School,99.0,3.0,2
24995,Kent Ridge Secondary School,99.0,3.0,2
25000,Kent Ridge Secondary School,99.0,3.0,1
25001,Kent Ridge Secondary School,99.0,3.0,2
25005,Kent Ridge Secondary School,99.0,3.0,1
25007,Kent Ridge Secondary School,99.0,3.0,2
25011,Kent Ridge Secondary School,99.0,3.0,1
25020,Kent Ridge Secondary School,99.0,3.0,1
25021,Kent Ridge Secondary School,99.0,3.0,1
25023,Kent Ridge Secondary School,99.0,3.0,1
25025,Kent Ridge Secondary School,99.0,3.0,2
25044,Kent Ridge Secondary School,99.0,3.0,1
25054,Kent Ridge Secondary School,99.0,3.0,1
25055,Kent Ridge Secondary School,99.0,3.0,2
25057,Kent Ridge Secondary School,99.0,3.0,2
25062,Kent Ridge Secondary School,99.0,3.0,2
25064,Kent Ridge Secondary School,99.0,3.0,2
25073,Kent Ridge Secondary School,99.0,3.0,2
25075,Kent Ridge Secondary School,99.0,3.0,2
25078,Kent Ridge Secondary School,99.0,3.0,2
25080,Kent Ridge Secondary School,99.0,3.0,2
25086,Kent Ridge Secondary School,99.0,3.0,1
25104,Kent Ridge Secondary School,99.0,3.0,1
25106,Kent Ridge Secondary School,99.0,3.0,1
25117,Kent Ridge Secondary School,99.0,3.0,2
25127,Kent Ridge Secondary School,99.0,3.0,2
25133,Kent Ridge Secondary School,99.0,3.0,2
25142,Kent Ridge Secondary School,99.0,3.0,1
25150,Kent Ridge Secondary School,99.0,3.0,1
25156,Kent Ridge Secondary School,99.0,3.0,2
25161,Kent Ridge Secondary School,99.0,3.0,2
25163,Kent Ridge Secondary School,99.0,3.0,2
25176,Kent Ridge Secondary School,99.0,3.0,1
25183,Kent Ridge Secondary School,99.0,3.0,1
25202,Kent Ridge Secondary School,99.0,3.0,2
25220,Kent Ridge Secondary School,99.0,3.0,1
25222,Kent Ridge Secondary School,99.0,3.0,2
25232,Kent Ridge Secondary School,99.0,3.0,2
25265,Kent Ridge Secondary School,99.0,3.0,1
25274,Kent Ridge Secondary School,99.0,3.0,2
25300,Kent Ridge Secondary School,99.0,3.0,2
25322,Kent Ridge Secondary School,99.0,3.0,2
25339,Kent Ridge Secondary School,99.0,3.0,2
25340,Kent Ridge Secondary School,99.0,3.0,2
25346,Kent Ridge Secondary School,99.0,3.0,2
25349,Kent Ridge Secondary School,99.0,3.0,2
25352,Kent Ridge Secondary School,99.0,3.0,2
25363,Kent Ridge Secondary School,99.0,3.0,2
25375,Kent Ridge Secondary School,99.0,3.0,2
25376,Kent Ridge Secondary School,99.0,3.0,2
25421,Kent Ridge Secondary School,99.0,3.0,2
25433,Kent Ridge Secondary School,99.0,3.0,2
25471,Kent Ridge Secondary School,99.0,3.0,2
25513,Kent Ridge Secondary School,99.0,3.0,1
25532,Kent Ridge Secondary School,99.0,3.0,2
25533,Kent Ridge Secondary School,99.0,3.0,2
25537,Kent Ridge Secondary School,99.0,3.0,2
25548,Kent Ridge Secondary School,99.0,3.0,2
25550,Kent Ridge Secondary School,99.0,3.0,2
25560,Kent Ridge Secondary School,99.0,3.0,2
25562,Kent Ridge Secondary School,99.0,3.0,2
25573,Kent Ridge Secondary School,99.0,3.0,2
25575,Kent Ridge Secondary School,99.0,3.0,2
25577,Kent Ridge Secondary School,99.0,3.0,2
25578,Kent Ridge Secondary School,99.0,3.0,2
25589,Kent Ridge Secondary School,99.0,3.0,2
25591,Kent Ridge Secondary School,99.0,3.0,1
25598,Kent Ridge Secondary School,99.0,3.0,2
25603,Kent Ridge Secondary School,99.0,3.0,2
25604,Kent Ridge Secondary School,99.0,3.0,2
25621,Kent Ridge Secondary School,99.0,3.0,2
25632,Kent Ridge Secondary School,99.0,3.0,2
25634,Kent Ridge Secondary School,99.0,3.0,2
25635,Kent Ridge Secondary School,99.0,3.0,2
25649,Kent Ridge Secondary School,99.0,3.0,2
25659,Kent Ridge Secondary School,99.0,3.0,2
25672,Kent Ridge Secondary School,99.0,3.0,1
25712,Kent Ridge Secondary School,99.0,3.0,2
25731,Kent Ridge Secondary School,99.0,3.0,2
25770,Kent Ridge Secondary School,99.0,3.0,2
25772,Kent Ridge Secondary School,99.0,3.0,2
25790,Kent Ridge Secondary School,99.0,3.0,2
25815,Kent Ridge Secondary School,99.0,3.0,2
25827,Kent Ridge Secondary School,99.0,3.0,2
25828,Kent Ridge Secondary School,99.0,3.0,2
25829,Kent Ridge Secondary School,99.0,3.0,2
25839,Kent Ridge Secondary School,99.0,3.0,1
25861,Kent Ridge Secondary School,99.0,3.0,1
25862,Kent Ridge Secondary School,99.0,3.0,2
25878,Kent Ridge Secondary School,99.0,3.0,2
25904,Kent Ridge Secondary School,99.0,3.0,2
25923,Kent Ridge Secondary School,99.0,3.0,2
25943,Kent Ridge Secondary School,99.0,3.0,2
25950,Kent Ridge Secondary School,99.0,3.0,2
25970,Kent Ridge Secondary School,99.0,3.0,2
25987,Kent Ridge Secondary School,99.0,3.0,2
13385,Chung Cheng High School (Main),99.0,2.0,2
13387,Chung Cheng High School (Main),99.0,2.0,2
13388,Chung Cheng High School (Main),99.0,2.0,1
13389,Chung Cheng High School (Main),99.0,2.0,2
13392,Chung Cheng High School (Main),99.0,2.0,2
13393,Chung Cheng High School (Main),99.0,2.0,2
13395,Chung Cheng High School (Main),99.0,2.0,2
13396,Chung Cheng High School (Main),99.0,2.0,1
13397,Chung Cheng High School (Main),99.0,2.0,2
13398,Chung Cheng High School (Main),99.0,2.0,2
13399,Chung Cheng High School (Main),99.0,2.0,2
13401,Chung Cheng High School (Main),99.0,2.0,2
13402,Chung Cheng High School (Main),99.0,2.0,2
13403,Chung Cheng High School (Main),99.0,2.0,2
13406,Chung Cheng High School (Main),99.0,2.0,2
13407,Chung Cheng High School (Main),99.0,2.0,2
13410,Chung Cheng High School (Main),99.0,2.0,1
13411,Chung Cheng High School (Main),99.0,2.0,2
13413,Chung Cheng High School (Main),99.0,2.0,2
13414,Chung Cheng High School (Main),99.0,2.0,2
13415,Chung Cheng High School (Main),99.0,2.0,2
13416,Chung Cheng High School (Main),99.0,2.0,2
13417,Chung Cheng High School (Main),99.0,2.0,1
13420,Chung Cheng High School (Main),99.0,2.0,2
13421,Chung Cheng High School (Main),99.0,2.0,2
13422,Chung Cheng High School (Main),99.0,2.0,1
13425,Chung Cheng High School (Main),99.0,2.0,2
13426,Chung Cheng High School (Main),99.0,2.0,2
13428,Chung Cheng High School (Main),99.0,2.0,2
