device_name_actual,school_name_official,gender,sch_psle,level
22681,Hai Sing Catholic School,99.0,3.0,2
22683,Hai Sing Catholic School,99.0,3.0,2
22684,Hai Sing Catholic School,99.0,3.0,2
22685,Hai Sing Catholic School,99.0,3.0,2
22686,Hai Sing Catholic School,99.0,3.0,2
22687,Hai Sing Catholic School,99.0,3.0,2
22688,Hai Sing Catholic School,99.0,3.0,2
22689,Hai Sing Catholic School,99.0,3.0,2
22697,Hai Sing Catholic School,99.0,3.0,2
22698,Hai Sing Catholic School,99.0,3.0,2
22701,Hai Sing Catholic School,99.0,3.0,1
22702,Hai Sing Catholic School,99.0,3.0,2
22708,Hai Sing Catholic School,99.0,3.0,2
22712,Hai Sing Catholic School,99.0,3.0,2
22716,Hai Sing Catholic School,99.0,3.0,2
22724,Hai Sing Catholic School,99.0,3.0,1
22725,Hai Sing Catholic School,99.0,3.0,2
22727,Hai Sing Catholic School,99.0,3.0,2
22728,Hai Sing Catholic School,99.0,3.0,2
22730,Hai Sing Catholic School,99.0,3.0,2
22735,Hai Sing Catholic School,99.0,3.0,2
22736,Hai Sing Catholic School,99.0,3.0,2
22738,Hai Sing Catholic School,99.0,3.0,2
22741,Hai Sing Catholic School,99.0,3.0,2
22743,Hai Sing Catholic School,99.0,3.0,2
22746,Hai Sing Catholic School,99.0,3.0,2
22748,Hai Sing Catholic School,99.0,3.0,2
22749,Hai Sing Catholic School,99.0,3.0,1
22755,Hai Sing Catholic School,99.0,3.0,1
22757,Hai Sing Catholic School,99.0,3.0,2
22758,Hai Sing Catholic School,99.0,3.0,1
22759,Hai Sing Catholic School,99.0,3.0,2
22760,Hai Sing Catholic School,99.0,3.0,2
22768,Hai Sing Catholic School,99.0,3.0,2
22769,Hai Sing Catholic School,99.0,3.0,2
22773,Hai Sing Catholic School,99.0,3.0,2
22774,Hai Sing Catholic School,99.0,3.0,2
22776,Hai Sing Catholic School,99.0,3.0,2
22780,Hai Sing Catholic School,99.0,3.0,2
22781,Hai Sing Catholic School,99.0,3.0,1
22783,Hai Sing Catholic School,99.0,3.0,2
22788,Hai Sing Catholic School,99.0,3.0,2
22791,Hai Sing Catholic School,99.0,3.0,2
22792,Hai Sing Catholic School,99.0,3.0,2
22798,Hai Sing Catholic School,99.0,3.0,2
22799,Hai Sing Catholic School,99.0,3.0,2
22800,Hai Sing Catholic School,99.0,3.0,2
22803,Hai Sing Catholic School,99.0,3.0,2
22804,Hai Sing Catholic School,99.0,3.0,2
22806,Hai Sing Catholic School,99.0,3.0,2
22807,Hai Sing Catholic School,99.0,3.0,1
22809,Hai Sing Catholic School,99.0,3.0,2
22811,Hai Sing Catholic School,99.0,3.0,2
22822,Hai Sing Catholic School,99.0,3.0,1
22823,Hai Sing Catholic School,99.0,3.0,2
22828,Hai Sing Catholic School,99.0,3.0,2
22829,Hai Sing Catholic School,99.0,3.0,2
22831,Hai Sing Catholic School,99.0,3.0,1
22838,Hai Sing Catholic School,99.0,3.0,2
22845,Hai Sing Catholic School,99.0,3.0,2
22850,Hai Sing Catholic School,99.0,3.0,1
22857,Hai Sing Catholic School,99.0,3.0,2
22861,Hai Sing Catholic School,99.0,3.0,1
22862,Hai Sing Catholic School,99.0,3.0,1
22863,Hai Sing Catholic School,99.0,3.0,2
22866,Hai Sing Catholic School,99.0,3.0,2
22867,Hai Sing Catholic School,99.0,3.0,2
22869,Hai Sing Catholic School,99.0,3.0,2
22872,Hai Sing Catholic School,99.0,3.0,2
22878,Hai Sing Catholic School,99.0,3.0,2
22885,Hai Sing Catholic School,99.0,3.0,2
22889,Hai Sing Catholic School,99.0,3.0,1
22893,Hai Sing Catholic School,99.0,3.0,2
22897,Hai Sing Catholic School,99.0,3.0,2
22907,Hai Sing Catholic School,99.0,3.0,2
22908,Hai Sing Catholic School,99.0,3.0,2
22909,Hai Sing Catholic School,99.0,3.0,2
22915,Hai Sing Catholic School,99.0,3.0,2
22916,Hai Sing Catholic School,99.0,3.0,2
22917,Hai Sing Catholic School,99.0,3.0,2
22919,Hai Sing Catholic School,99.0,3.0,2
22922,Hai Sing Catholic School,99.0,3.0,2
22924,Hai Sing Catholic School,99.0,3.0,2
22926,Hai Sing Catholic School,99.0,3.0,2
22927,Hai Sing Catholic School,99.0,3.0,2
22928,Hai Sing Catholic School,99.0,3.0,2
22933,Hai Sing Catholic School,99.0,3.0,2
22937,Hai Sing Catholic School,99.0,3.0,1
22938,Hai Sing Catholic School,99.0,3.0,2
22941,Hai Sing Catholic School,99.0,3.0,1
22949,Hai Sing Catholic School,99.0,3.0,1
22951,Hai Sing Catholic School,99.0,3.0,1
22953,Hai Sing Catholic School,99.0,3.0,2
22957,Hai Sing Catholic School,99.0,3.0,2
22959,Hai Sing Catholic School,99.0,3.0,2
22963,Hai Sing Catholic School,99.0,3.0,2
22972,Hai Sing Catholic School,99.0,3.0,1
22980,Hai Sing Catholic School,99.0,3.0,1
22995,Hai Sing Catholic School,99.0,3.0,1
22996,Hai Sing Catholic School,99.0,3.0,1
23000,Hai Sing Catholic School,99.0,3.0,2
23001,Hai Sing Catholic School,99.0,3.0,2
23003,Hai Sing Catholic School,99.0,3.0,1
23005,Hai Sing Catholic School,99.0,3.0,2
23009,Hai Sing Catholic School,99.0,3.0,2
23014,Hai Sing Catholic School,99.0,3.0,2
23017,Hai Sing Catholic School,99.0,3.0,2
23022,Hai Sing Catholic School,99.0,3.0,1
23023,Hai Sing Catholic School,99.0,3.0,2
23029,Hai Sing Catholic School,99.0,3.0,2
23037,Hai Sing Catholic School,99.0,3.0,2
23039,Hai Sing Catholic School,99.0,3.0,2
23044,Hai Sing Catholic School,99.0,3.0,2
23047,Hai Sing Catholic School,99.0,3.0,2
23055,Hai Sing Catholic School,99.0,3.0,2
23069,Hai Sing Catholic School,99.0,3.0,2
23070,Hai Sing Catholic School,99.0,3.0,2
23073,Hai Sing Catholic School,99.0,3.0,2
23074,Hai Sing Catholic School,99.0,3.0,1
23086,Hai Sing Catholic School,99.0,3.0,2
23090,Hai Sing Catholic School,99.0,3.0,2
23092,Hai Sing Catholic School,99.0,3.0,2
23093,Hai Sing Catholic School,99.0,3.0,2
23096,Hai Sing Catholic School,99.0,3.0,1
23104,Hai Sing Catholic School,99.0,3.0,1
23106,Hai Sing Catholic School,99.0,3.0,1
23109,Hai Sing Catholic School,99.0,3.0,2
23116,Hai Sing Catholic School,99.0,3.0,1
23123,Hai Sing Catholic School,99.0,3.0,2
23128,Hai Sing Catholic School,99.0,3.0,2
23131,Hai Sing Catholic School,99.0,3.0,2
23137,Hai Sing Catholic School,99.0,3.0,2
23138,Hai Sing Catholic School,99.0,3.0,1
23141,Hai Sing Catholic School,99.0,3.0,2
23142,Hai Sing Catholic School,99.0,3.0,2
23144,Hai Sing Catholic School,99.0,3.0,2
23153,Hai Sing Catholic School,99.0,3.0,2
23154,Hai Sing Catholic School,99.0,3.0,2
23166,Hai Sing Catholic School,99.0,3.0,1
23173,Hai Sing Catholic School,99.0,3.0,2
23174,Hai Sing Catholic School,99.0,3.0,2
23184,Hai Sing Catholic School,99.0,3.0,2
23186,Hai Sing Catholic School,99.0,3.0,1
23187,Hai Sing Catholic School,99.0,3.0,2
23196,Hai Sing Catholic School,99.0,3.0,2
23202,Hai Sing Catholic School,99.0,3.0,2
23204,Hai Sing Catholic School,99.0,3.0,2
23205,Hai Sing Catholic School,99.0,3.0,2
23211,Hai Sing Catholic School,99.0,3.0,2
23214,Hai Sing Catholic School,99.0,3.0,1
23215,Hai Sing Catholic School,99.0,3.0,2
23220,Hai Sing Catholic School,99.0,3.0,2
23222,Hai Sing Catholic School,99.0,3.0,2
23223,Hai Sing Catholic School,99.0,3.0,2
23234,Hai Sing Catholic School,99.0,3.0,2
23242,Hai Sing Catholic School,99.0,3.0,2
23244,Hai Sing Catholic School,99.0,3.0,2
23254,Hai Sing Catholic School,99.0,3.0,2
23256,Hai Sing Catholic School,99.0,3.0,2
23261,Hai Sing Catholic School,99.0,3.0,2
23262,Hai Sing Catholic School,99.0,3.0,2
23264,Hai Sing Catholic School,99.0,3.0,2
23266,Hai Sing Catholic School,99.0,3.0,2
23269,Hai Sing Catholic School,99.0,3.0,2
23277,Hai Sing Catholic School,99.0,3.0,2
23278,Hai Sing Catholic School,99.0,3.0,2
23279,Hai Sing Catholic School,99.0,3.0,2
23281,Hai Sing Catholic School,99.0,3.0,2
23293,Hai Sing Catholic School,99.0,3.0,2
23296,Hai Sing Catholic School,99.0,3.0,2
23298,Hai Sing Catholic School,99.0,3.0,2
23307,Hai Sing Catholic School,99.0,3.0,2
23310,Hai Sing Catholic School,99.0,3.0,2
23316,Hai Sing Catholic School,99.0,3.0,2
23318,Hai Sing Catholic School,99.0,3.0,1
23331,Hai Sing Catholic School,99.0,3.0,2
23338,Hai Sing Catholic School,99.0,3.0,2
23349,Hai Sing Catholic School,99.0,3.0,2
23364,Hai Sing Catholic School,99.0,3.0,2
23367,Hai Sing Catholic School,99.0,3.0,2
23381,Hai Sing Catholic School,99.0,3.0,2
23384,Hai Sing Catholic School,99.0,3.0,2
23393,Hai Sing Catholic School,99.0,3.0,2
23403,Hai Sing Catholic School,99.0,3.0,2
23407,Hai Sing Catholic School,99.0,3.0,2
23411,Hai Sing Catholic School,99.0,3.0,2
23414,Hai Sing Catholic School,99.0,3.0,2
23419,Hai Sing Catholic School,99.0,3.0,2
23435,Hai Sing Catholic School,99.0,3.0,2
23446,Hai Sing Catholic School,99.0,3.0,2
23447,Hai Sing Catholic School,99.0,3.0,1
23469,Hai Sing Catholic School,99.0,3.0,2
23474,Hai Sing Catholic School,99.0,3.0,2
23477,Hai Sing Catholic School,99.0,3.0,2
23479,Hai Sing Catholic School,99.0,3.0,2
23480,Hai Sing Catholic School,99.0,3.0,2
23482,Hai Sing Catholic School,99.0,3.0,2
23529,Hai Sing Catholic School,99.0,3.0,2
23533,Hai Sing Catholic School,99.0,3.0,2
23541,Hai Sing Catholic School,99.0,3.0,2
23545,Hai Sing Catholic School,99.0,3.0,2
23557,Hai Sing Catholic School,99.0,3.0,2
23563,Hai Sing Catholic School,99.0,3.0,2
23571,Hai Sing Catholic School,99.0,3.0,2
23584,Hai Sing Catholic School,99.0,3.0,2
23597,Hai Sing Catholic School,99.0,3.0,2
23604,Hai Sing Catholic School,99.0,3.0,2
23606,Hai Sing Catholic School,99.0,3.0,2
23646,Hai Sing Catholic School,99.0,3.0,1
23682,Hai Sing Catholic School,99.0,3.0,2
23683,Hai Sing Catholic School,99.0,3.0,2
23686,Hai Sing Catholic School,99.0,3.0,2
23703,Hai Sing Catholic School,99.0,3.0,2
23706,Hai Sing Catholic School,99.0,3.0,2
15769,Dunman High School,99.0,1.0,1
15770,Dunman High School,99.0,1.0,2
15771,Dunman High School,99.0,1.0,2
15772,Dunman High School,99.0,1.0,2
15773,Dunman High School,99.0,1.0,2
15779,Dunman High School,99.0,1.0,2
15780,Dunman High School,99.0,1.0,2
15781,Dunman High School,99.0,1.0,2
15782,Dunman High School,99.0,1.0,1
15788,Dunman High School,99.0,1.0,2
15790,Dunman High School,99.0,1.0,2
15791,Dunman High School,99.0,1.0,2
15796,Dunman High School,99.0,1.0,2
15798,Dunman High School,99.0,1.0,1
15800,Dunman High School,99.0,1.0,2
15801,Dunman High School,99.0,1.0,2
15802,Dunman High School,99.0,1.0,1
15810,Dunman High School,99.0,1.0,2
15814,Dunman High School,99.0,1.0,1
15816,Dunman High School,99.0,1.0,1
15818,Dunman High School,99.0,1.0,2
15820,Dunman High School,99.0,1.0,2
15821,Dunman High School,99.0,1.0,1
15822,Dunman High School,99.0,1.0,2
15832,Dunman High School,99.0,1.0,2
15833,Dunman High School,99.0,1.0,1
15834,Dunman High School,99.0,1.0,1
15835,Dunman High School,99.0,1.0,2
15836,Dunman High School,99.0,1.0,2
15838,Dunman High School,99.0,1.0,2
15841,Dunman High School,99.0,1.0,1
15844,Dunman High School,99.0,1.0,2
15845,Dunman High School,99.0,1.0,1
15846,Dunman High School,99.0,1.0,2
15847,Dunman High School,99.0,1.0,2
15849,Dunman High School,99.0,1.0,2
15850,Dunman High School,99.0,1.0,2
15853,Dunman High School,99.0,1.0,2
15855,Dunman High School,99.0,1.0,2
15859,Dunman High School,99.0,1.0,2
15860,Dunman High School,99.0,1.0,2
15862,Dunman High School,99.0,1.0,2
15866,Dunman High School,99.0,1.0,2
15868,Dunman High School,99.0,1.0,1
15871,Dunman High School,99.0,1.0,2
15873,Dunman High School,99.0,1.0,2
15874,Dunman High School,99.0,1.0,2
15875,Dunman High School,99.0,1.0,1
15878,Dunman High School,99.0,1.0,2
15880,Dunman High School,99.0,1.0,1
15881,Dunman High School,99.0,1.0,2
15882,Dunman High School,99.0,1.0,1
15883,Dunman High School,99.0,1.0,2
15885,Dunman High School,99.0,1.0,2
15888,Dunman High School,99.0,1.0,2
15889,Dunman High School,99.0,1.0,2
15890,Dunman High School,99.0,1.0,2
15893,Dunman High School,99.0,1.0,2
15894,Dunman High School,99.0,1.0,1
15895,Dunman High School,99.0,1.0,2
15896,Dunman High School,99.0,1.0,1
15897,Dunman High School,99.0,1.0,2
15899,Dunman High School,99.0,1.0,2
15905,Dunman High School,99.0,1.0,2
15910,Dunman High School,99.0,1.0,2
15913,Dunman High School,99.0,1.0,1
15914,Dunman High School,99.0,1.0,2
15917,Dunman High School,99.0,1.0,2
15922,Dunman High School,99.0,1.0,2
15923,Dunman High School,99.0,1.0,2
15926,Dunman High School,99.0,1.0,1
15928,Dunman High School,99.0,1.0,2
15929,Dunman High School,99.0,1.0,1
15930,Dunman High School,99.0,1.0,2
15931,Dunman High School,99.0,1.0,1
15933,Dunman High School,99.0,1.0,2
15935,Dunman High School,99.0,1.0,1
15940,Dunman High School,99.0,1.0,1
15941,Dunman High School,99.0,1.0,2
15942,Dunman High School,99.0,1.0,2
15943,Dunman High School,99.0,1.0,1
15945,Dunman High School,99.0,1.0,2
15947,Dunman High School,99.0,1.0,2
15948,Dunman High School,99.0,1.0,2
15953,Dunman High School,99.0,1.0,1
15955,Dunman High School,99.0,1.0,1
15956,Dunman High School,99.0,1.0,1
15957,Dunman High School,99.0,1.0,2
15958,Dunman High School,99.0,1.0,2
15961,Dunman High School,99.0,1.0,1
15964,Dunman High School,99.0,1.0,2
15966,Dunman High School,99.0,1.0,2
15967,Dunman High School,99.0,1.0,2
15969,Dunman High School,99.0,1.0,2
15973,Dunman High School,99.0,1.0,2
15974,Dunman High School,99.0,1.0,2
15977,Dunman High School,99.0,1.0,2
15982,Dunman High School,99.0,1.0,2
15985,Dunman High School,99.0,1.0,2
15986,Dunman High School,99.0,1.0,1
15994,Dunman High School,99.0,1.0,2
15995,Dunman High School,99.0,1.0,2
15996,Dunman High School,99.0,1.0,1
15997,Dunman High School,99.0,1.0,1
15998,Dunman High School,99.0,1.0,1
16003,Dunman High School,99.0,1.0,2
16005,Dunman High School,99.0,1.0,2
16006,Dunman High School,99.0,1.0,1
16008,Dunman High School,99.0,1.0,1
16009,Dunman High School,99.0,1.0,1
16014,Dunman High School,99.0,1.0,1
16015,Dunman High School,99.0,1.0,2
16017,Dunman High School,99.0,1.0,2
16018,Dunman High School,99.0,1.0,1
16019,Dunman High School,99.0,1.0,2
16022,Dunman High School,99.0,1.0,1
16024,Dunman High School,99.0,1.0,2
16025,Dunman High School,99.0,1.0,1
16027,Dunman High School,99.0,1.0,2
16029,Dunman High School,99.0,1.0,2
16030,Dunman High School,99.0,1.0,2
16032,Dunman High School,99.0,1.0,1
16035,Dunman High School,99.0,1.0,2
16037,Dunman High School,99.0,1.0,2
16039,Dunman High School,99.0,1.0,1
16042,Dunman High School,99.0,1.0,2
16043,Dunman High School,99.0,1.0,1
16045,Dunman High School,99.0,1.0,1
16046,Dunman High School,99.0,1.0,1
16047,Dunman High School,99.0,1.0,2
16048,Dunman High School,99.0,1.0,2
16049,Dunman High School,99.0,1.0,1
16050,Dunman High School,99.0,1.0,2
16051,Dunman High School,99.0,1.0,2
16052,Dunman High School,99.0,1.0,2
16053,Dunman High School,99.0,1.0,1
16057,Dunman High School,99.0,1.0,2
16058,Dunman High School,99.0,1.0,2
16061,Dunman High School,99.0,1.0,2
16062,Dunman High School,99.0,1.0,2
16063,Dunman High School,99.0,1.0,2
16064,Dunman High School,99.0,1.0,2
16069,Dunman High School,99.0,1.0,2
16073,Dunman High School,99.0,1.0,2
16079,Dunman High School,99.0,1.0,2
16082,Dunman High School,99.0,1.0,2
16083,Dunman High School,99.0,1.0,2
16086,Dunman High School,99.0,1.0,2
16090,Dunman High School,99.0,1.0,2
16093,Dunman High School,99.0,1.0,2
16095,Dunman High School,99.0,1.0,2
16100,Dunman High School,99.0,1.0,2
16108,Dunman High School,99.0,1.0,1
16110,Dunman High School,99.0,1.0,2
16114,Dunman High School,99.0,1.0,2
16117,Dunman High School,99.0,1.0,1
16118,Dunman High School,99.0,1.0,2
16119,Dunman High School,99.0,1.0,2
16120,Dunman High School,99.0,1.0,2
16121,Dunman High School,99.0,1.0,2
16123,Dunman High School,99.0,1.0,2
16125,Dunman High School,99.0,1.0,2
16129,Dunman High School,99.0,1.0,1
16130,Dunman High School,99.0,1.0,2
16136,Dunman High School,99.0,1.0,2
16142,Dunman High School,99.0,1.0,2
16143,Dunman High School,99.0,1.0,2
16145,Dunman High School,99.0,1.0,2
16146,Dunman High School,99.0,1.0,2
16147,Dunman High School,99.0,1.0,2
16151,Dunman High School,99.0,1.0,1
16156,Dunman High School,99.0,1.0,2
16158,Dunman High School,99.0,1.0,1
16159,Dunman High School,99.0,1.0,2
16160,Dunman High School,99.0,1.0,2
16163,Dunman High School,99.0,1.0,2
16166,Dunman High School,99.0,1.0,1
16167,Dunman High School,99.0,1.0,1
16173,Dunman High School,99.0,1.0,2
16174,Dunman High School,99.0,1.0,2
16175,Dunman High School,99.0,1.0,2
16176,Dunman High School,99.0,1.0,1
16177,Dunman High School,99.0,1.0,2
16179,Dunman High School,99.0,1.0,2
16180,Dunman High School,99.0,1.0,2
16187,Dunman High School,99.0,1.0,2
16190,Dunman High School,99.0,1.0,2
16191,Dunman High School,99.0,1.0,1
16192,Dunman High School,99.0,1.0,2
16198,Dunman High School,99.0,1.0,1
16199,Dunman High School,99.0,1.0,2
16200,Dunman High School,99.0,1.0,1
16201,Dunman High School,99.0,1.0,2
16202,Dunman High School,99.0,1.0,2
16208,Dunman High School,99.0,1.0,1
16211,Dunman High School,99.0,1.0,2
16213,Dunman High School,99.0,1.0,1
16217,Dunman High School,99.0,1.0,1
16219,Dunman High School,99.0,1.0,2
16222,Dunman High School,99.0,1.0,2
16223,Dunman High School,99.0,1.0,1
16224,Dunman High School,99.0,1.0,2
16226,Dunman High School,99.0,1.0,2
16228,Dunman High School,99.0,1.0,2
16234,Dunman High School,99.0,1.0,2
16238,Dunman High School,99.0,1.0,2
16239,Dunman High School,99.0,1.0,2
16245,Dunman High School,99.0,1.0,1
16254,Dunman High School,99.0,1.0,2
16255,Dunman High School,99.0,1.0,2
16258,Dunman High School,99.0,1.0,1
16259,Dunman High School,99.0,1.0,2
16260,Dunman High School,99.0,1.0,1
16267,Dunman High School,99.0,1.0,2
16268,Dunman High School,99.0,1.0,2
16269,Dunman High School,99.0,1.0,2
16270,Dunman High School,99.0,1.0,1
16274,Dunman High School,99.0,1.0,2
16281,Dunman High School,99.0,1.0,2
16283,Dunman High School,99.0,1.0,2
16285,Dunman High School,99.0,1.0,1
16287,Dunman High School,99.0,1.0,2
16289,Dunman High School,99.0,1.0,2
16294,Dunman High School,99.0,1.0,2
16297,Dunman High School,99.0,1.0,2
16304,Dunman High School,99.0,1.0,1
16313,Dunman High School,99.0,1.0,2
16316,Dunman High School,99.0,1.0,1
16317,Dunman High School,99.0,1.0,2
16318,Dunman High School,99.0,1.0,2
16328,Dunman High School,99.0,1.0,2
16337,Dunman High School,99.0,1.0,2
16338,Dunman High School,99.0,1.0,1
16339,Dunman High School,99.0,1.0,2
16348,Dunman High School,99.0,1.0,2
16352,Dunman High School,99.0,1.0,2
16357,Dunman High School,99.0,1.0,2
16367,Dunman High School,99.0,1.0,2
16370,Dunman High School,99.0,1.0,2
16371,Dunman High School,99.0,1.0,1
16376,Dunman High School,99.0,1.0,2
16378,Dunman High School,99.0,1.0,2
16379,Dunman High School,99.0,1.0,2
16383,Dunman High School,99.0,1.0,1
16385,Dunman High School,99.0,1.0,2
16388,Dunman High School,99.0,1.0,1
16393,Dunman High School,99.0,1.0,1
16410,Dunman High School,99.0,1.0,1
16414,Dunman High School,99.0,1.0,2
16420,Dunman High School,99.0,1.0,2
16426,Dunman High School,99.0,1.0,2
16428,Dunman High School,99.0,1.0,2
16439,Dunman High School,99.0,1.0,2
16443,Dunman High School,99.0,1.0,2
16445,Dunman High School,99.0,1.0,2
16446,Dunman High School,99.0,1.0,2
16458,Dunman High School,99.0,1.0,1
16461,Dunman High School,99.0,1.0,2
16474,Dunman High School,99.0,1.0,2
16476,Dunman High School,99.0,1.0,2
16478,Dunman High School,99.0,1.0,2
16483,Dunman High School,99.0,1.0,2
16505,Dunman High School,99.0,1.0,2
16511,Dunman High School,99.0,1.0,2
16516,Dunman High School,99.0,1.0,1
16525,Dunman High School,99.0,1.0,2
16526,Dunman High School,99.0,1.0,2
16529,Dunman High School,99.0,1.0,2
16533,Dunman High School,99.0,1.0,2
16582,Dunman High School,99.0,1.0,2
16598,Dunman High School,99.0,1.0,2
16599,Dunman High School,99.0,1.0,2
16621,Dunman High School,99.0,1.0,2
16631,Dunman High School,99.0,1.0,2
16643,Dunman High School,99.0,1.0,1
16660,Dunman High School,99.0,1.0,2
16685,Dunman High School,99.0,1.0,2
16715,Dunman High School,99.0,1.0,2
16732,Dunman High School,99.0,1.0,2
16739,Dunman High School,99.0,1.0,2
16743,Dunman High School,99.0,1.0,2
16748,Dunman High School,99.0,1.0,2
16752,Dunman High School,99.0,1.0,2
16758,Dunman High School,99.0,1.0,2
16762,Dunman High School,99.0,1.0,1
16765,Dunman High School,99.0,1.0,2
13278,Woodlands Secondary School,99.0,4.0,2
46661,Woodlands Secondary School,99.0,4.0,2
46666,Woodlands Secondary School,99.0,4.0,2
46669,Woodlands Secondary School,99.0,4.0,2
46673,Woodlands Secondary School,99.0,4.0,1
46676,Woodlands Secondary School,99.0,4.0,2
46677,Woodlands Secondary School,99.0,4.0,2
46681,Woodlands Secondary School,99.0,4.0,2
46693,Woodlands Secondary School,99.0,4.0,1
46697,Woodlands Secondary School,99.0,4.0,2
46698,Woodlands Secondary School,99.0,4.0,2
46707,Woodlands Secondary School,99.0,4.0,2
46723,Woodlands Secondary School,99.0,4.0,2
46726,Woodlands Secondary School,99.0,4.0,2
46727,Woodlands Secondary School,99.0,4.0,2
46728,Woodlands Secondary School,99.0,4.0,2
46731,Woodlands Secondary School,99.0,4.0,2
46732,Woodlands Secondary School,99.0,4.0,2
46733,Woodlands Secondary School,99.0,4.0,2
46735,Woodlands Secondary School,99.0,4.0,2
46738,Woodlands Secondary School,99.0,4.0,2
46743,Woodlands Secondary School,99.0,4.0,2
46744,Woodlands Secondary School,99.0,4.0,2
46746,Woodlands Secondary School,99.0,4.0,2
46747,Woodlands Secondary School,99.0,4.0,2
46750,Woodlands Secondary School,99.0,4.0,2
46753,Woodlands Secondary School,99.0,4.0,2
46755,Woodlands Secondary School,99.0,4.0,2
46762,Woodlands Secondary School,99.0,4.0,2
46765,Woodlands Secondary School,99.0,4.0,2
46770,Woodlands Secondary School,99.0,4.0,2
46771,Woodlands Secondary School,99.0,4.0,2
46774,Woodlands Secondary School,99.0,4.0,2
46777,Woodlands Secondary School,99.0,4.0,2
46781,Woodlands Secondary School,99.0,4.0,2
46785,Woodlands Secondary School,99.0,4.0,2
46794,Woodlands Secondary School,99.0,4.0,2
46797,Woodlands Secondary School,99.0,4.0,2
46798,Woodlands Secondary School,99.0,4.0,2
46799,Woodlands Secondary School,99.0,4.0,2
46804,Woodlands Secondary School,99.0,4.0,2
46811,Woodlands Secondary School,99.0,4.0,2
46827,Woodlands Secondary School,99.0,4.0,2
46829,Woodlands Secondary School,99.0,4.0,2
46830,Woodlands Secondary School,99.0,4.0,2
46832,Woodlands Secondary School,99.0,4.0,2
46846,Woodlands Secondary School,99.0,4.0,2
46851,Woodlands Secondary School,99.0,4.0,2
46854,Woodlands Secondary School,99.0,4.0,2
46865,Woodlands Secondary School,99.0,4.0,2
46866,Woodlands Secondary School,99.0,4.0,2
46877,Woodlands Secondary School,99.0,4.0,2
46878,Woodlands Secondary School,99.0,4.0,2
46893,Woodlands Secondary School,99.0,4.0,2
46894,Woodlands Secondary School,99.0,4.0,2
46896,Woodlands Secondary School,99.0,4.0,2
46906,Woodlands Secondary School,99.0,4.0,2
46908,Woodlands Secondary School,99.0,4.0,2
46924,Woodlands Secondary School,99.0,4.0,2
46998,Woodlands Secondary School,99.0,4.0,2
47007,Woodlands Secondary School,99.0,4.0,2
47015,Woodlands Secondary School,99.0,4.0,2
47029,Woodlands Secondary School,99.0,4.0,2
47071,Woodlands Secondary School,99.0,4.0,2
47114,Woodlands Secondary School,99.0,4.0,2
47128,Woodlands Secondary School,99.0,4.0,2
47138,Woodlands Secondary School,99.0,4.0,2
47213,Woodlands Secondary School,99.0,4.0,2
47226,Woodlands Secondary School,99.0,4.0,2
47231,Woodlands Secondary School,99.0,4.0,2
47257,Woodlands Secondary School,99.0,4.0,2
47306,Woodlands Secondary School,99.0,4.0,2
47362,Woodlands Secondary School,99.0,4.0,2
47370,Woodlands Secondary School,99.0,4.0,2
32679,Nan Chiau High School,99.0,2.0,2
32680,Nan Chiau High School,99.0,2.0,2
32681,Nan Chiau High School,99.0,2.0,2
32683,Nan Chiau High School,99.0,2.0,2
32685,Nan Chiau High School,99.0,2.0,2
32686,Nan Chiau High School,99.0,2.0,2
32687,Nan Chiau High School,99.0,2.0,2
32689,Nan Chiau High School,99.0,2.0,2
32691,Nan Chiau High School,99.0,2.0,2
32696,Nan Chiau High School,99.0,2.0,2
32698,Nan Chiau High School,99.0,2.0,2
32704,Nan Chiau High School,99.0,2.0,2
32710,Nan Chiau High School,99.0,2.0,2
32718,Nan Chiau High School,99.0,2.0,2
32719,Nan Chiau High School,99.0,2.0,2
32724,Nan Chiau High School,99.0,2.0,2
32727,Nan Chiau High School,99.0,2.0,2
32728,Nan Chiau High School,99.0,2.0,2
32731,Nan Chiau High School,99.0,2.0,2
32733,Nan Chiau High School,99.0,2.0,2
32734,Nan Chiau High School,99.0,2.0,2
32735,Nan Chiau High School,99.0,2.0,2
32738,Nan Chiau High School,99.0,2.0,2
32739,Nan Chiau High School,99.0,2.0,2
32741,Nan Chiau High School,99.0,2.0,2
32744,Nan Chiau High School,99.0,2.0,2
32745,Nan Chiau High School,99.0,2.0,2
32746,Nan Chiau High School,99.0,2.0,2
32749,Nan Chiau High School,99.0,2.0,2
32750,Nan Chiau High School,99.0,2.0,2
32752,Nan Chiau High School,99.0,2.0,2
32753,Nan Chiau High School,99.0,2.0,2
32754,Nan Chiau High School,99.0,2.0,2
32756,Nan Chiau High School,99.0,2.0,2
32764,Nan Chiau High School,99.0,2.0,2
32765,Nan Chiau High School,99.0,2.0,2
32766,Nan Chiau High School,99.0,2.0,2
32767,Nan Chiau High School,99.0,2.0,2
32768,Nan Chiau High School,99.0,2.0,2
32769,Nan Chiau High School,99.0,2.0,2
32772,Nan Chiau High School,99.0,2.0,2
32773,Nan Chiau High School,99.0,2.0,2
32774,Nan Chiau High School,99.0,2.0,2
32776,Nan Chiau High School,99.0,2.0,2
32780,Nan Chiau High School,99.0,2.0,2
32783,Nan Chiau High School,99.0,2.0,2
32785,Nan Chiau High School,99.0,2.0,2
32788,Nan Chiau High School,99.0,2.0,2
32789,Nan Chiau High School,99.0,2.0,2
